name,birth_year,birth_date,birthplace,race_ethnicity,religion,sexual_orientation,year_edition,category,movie,age_at_win
Angelina Jolie,1975.0,1975-06-04,"Los Angeles, Ca",White,Buddhist,Bisexual,2000.0,Best Supporting Actress,"Girl, Interrupted",25.0
Marion Cotillard,1975.0,1975-09-30,"Paris, France",White,Unknown,Straight,2008.0,Best Actress,The Passionate Life of Edith Piaf,33.0
Charlize Theron,1975.0,1975-08-07,"Benoni, South Africa",White,Unknown,Straight,2004.0,Best Actress,Monster,29.0
Kate Winslet,1975.0,1975-10-05,"Reading, England",White,Unknown,Straight,2009.0,Best Actress,The Reader,34.0
Reese Witherspoon,1976.0,1976-03-22,"New Orleans, La",White,Unknown,Straight,2006.0,Best Actress,Walk the Line,30.0
Heath Ledger,1979.0,1979-04-04,"Perth, Australia",White,Unknown,Straight,2009.0,Best Supporting Actor,The Dark Knight,30.0
Jennifer Hudson,1981.0,1981-09-12,"Chicago, Il",Black,Baptist,Straight,2007.0,Best Supporting Actress,Dreamgirls,26.0
Natalie Portman,1981.0,1981-06-09,"Jerusalem, Israel",White,Jewish,Straight,2011.0,Best Actress,Black Swan,30.0
Anne Hathaway,1982.0,1982-11-12,"Brooklyn, Ny",White,Christian,Straight,2013.0,Best Supporting Actress,Les MisÌ©rables,31.0
Anna Paquin,1982.0,1982-07-24,"Winnipeg, Manitoba, Canada",White,Unknown,Bisexual,1994.0,Best Supporting Actress,The Piano,12.0
Lupita Nyong'o,1983.0,1983-03-01,"Mexico City, Mexico",Black,Unknown,Unknown,2014.0,Best Supporting Actress,12 Years a Slave,31.0
Jennifer Lawrence,1990.0,1990-08-15,"Louisville, Ky",White,Unknown,Unknown,2013.0,Best Actress,Silver Linings Playbook,23.0
Eddie Redmayne,,,nan,White,Unknown,Straight,2015.0,Best Actor,The Theory of Everything,
J.K. Simmons,,,nan,White,Unknown,Straight,2015.0,Best Supporting Actor,Whiplash,
Julianne Moore,,,nan,White,Unknown,Straight,2015.0,Best Actress,Still Alice,
Patricia Arquette,,,nan,White,Unknown,Straight,2015.0,Best Supporting Actress,Boyhood,
Alejandro G. Iñárritu,,,nan,Hispanic,Unknown,Straight,2015.0,Best Director,Birdman or (The Unexpected Virtue of Ignorance),
Leonardo DiCaprio,,,nan,White,Unknown,Straight,2016.0,Best Actor,The Revenant,
Mark Rylance,,,nan,White,Unknown,Straight,2016.0,Best Supporting Actor,Bridge of Spies,
Brie Larson,,,nan,White,Unknown,Straight,2016.0,Best Actress,Room,
Alicia Vikander,,,nan,White,Unknown,Straight,2016.0,Best Supporting Actress,The Danish Girl,
Alejandro G. Iñárritu,,,nan,Hispanic,Unknown,Straight,2016.0,Best Director,The Revenant,
Casey Affleck,,,nan,White,Unknown,Straight,2017.0,Best Actor,Manchester by the Sea,
Mahershala Ali,,,nan,Black,Unknown,Straight,2017.0,Best Supporting Actor,Moonlight,
Emma Stone,,,nan,White,Unknown,Straight,2017.0,Best Actress,La La Land,
Viola Davis,,,nan,Black,Unknown,Straight,2017.0,Best Supporting Actress,Fences,
Damien Chazelle,,,nan,White,Unknown,Straight,2017.0,Best Director,La La Land,
Gary Oldman,,,nan,White,Unknown,Straight,2018.0,Best Actor,Darkest Hour,
Sam Rockwell,,,nan,White,Unknown,Straight,2018.0,Best Supporting Actor,"Three Billboards outside Ebbing, Missouri",
Frances McDormand,,,nan,White,Unknown,Straight,2018.0,Best Actress,"Three Billboards outside Ebbing, Missouri",
Allison Janney,,,nan,White,Unknown,Straight,2018.0,Best Supporting Actress,"I, Tonya",
Guillermo del Toro,,,nan,Hispanic,Unknown,Straight,2018.0,Best Director,The Shape of Water,
Rami Malek,,,nan,Middle Eastern,Unknown,Straight,2019.0,Best Actor,Bohemian Rhapsody,
Mahershala Ali,,,nan,Black,Unknown,Straight,2019.0,Best Supporting Actor,Green Book,
Olivia Colman,,,nan,White,Unknown,Straight,2019.0,Best Actress,The Favourite,
Regina King,,,nan,Black,Unknown,Straight,2019.0,Best Supporting Actress,If Beale Street Could Talk,
Alfonso Cuarón,,,nan,Hispanic,Unknown,Straight,2019.0,Best Director,Roma,
Joaquin Phoenix,,,nan,White,Unknown,Straight,2020.0,Best Actor,Joker,
Brad Pitt,,,nan,White,Unknown,Straight,2020.0,Best Supporting Actor,Once upon a Time...in Hollywood,
Renée Zellweger,,,nan,White,Unknown,Straight,2020.0,Best Actress,Judy,
Laura Dern,,,nan,White,Unknown,Straight,2020.0,Best Supporting Actress,Marriage Story,
Bong Joon Ho,,,nan,Asian,Unknown,Straight,2020.0,Best Director,Parasite,
Anthony Hopkins,,,nan,White,Unknown,Straight,2021.0,Best Actor,The Father,
Daniel Kaluuya,,,nan,Black,Unknown,Straight,2021.0,Best Supporting Actor,Judas and the Black Messiah,
Frances McDormand,,,nan,White,Unknown,Straight,2021.0,Best Actress,Nomadland,
Yuh-Jung Youn,,,nan,Asian,Unknown,Straight,2021.0,Best Supporting Actress,Minari,
Chloé Zhao,,,nan,Asian,Unknown,Straight,2021.0,Best Director,Nomadland,
Will Smith,,,nan,Black,Unknown,Straight,2022.0,Best Actor,King Richard,
Troy Kotsur,,,nan,White,Unknown,Straight,2022.0,Best Supporting Actor,CODA,
Jessica Chastain,,,nan,White,Unknown,Straight,2022.0,Best Actress,The Eyes of Tammy Faye,
Ariana DeBose,,,nan,Hispanic,Unknown,Bisexual,2022.0,Best Supporting Actress,West Side Story,
Jane Campion,,,nan,White,Unknown,Straight,2022.0,Best Director,The Power of the Dog,
Brendan Fraser,,,nan,White,Unknown,Straight,2023.0,Best Actor,The Whale,
Ke Huy Quan,,,nan,Asian,Unknown,Straight,2023.0,Best Supporting Actor,Everything Everywhere All at Once,
Michelle Yeoh,,,nan,Asian,Unknown,Straight,2023.0,Best Actress,Everything Everywhere All at Once,
Jamie Lee Curtis,,,nan,White,Unknown,Straight,2023.0,Best Supporting Actress,Everything Everywhere All at Once,
Daniel Kwan and Daniel Scheinert,,,nan,Multiracial,Unknown,Straight,2023.0,Best Director,Everything Everywhere All at Once,
Cillian Murphy,,,nan,White,Unknown,Straight,2024.0,Best Actor,Oppenheimer,
Robert Downey Jr.,,,nan,White,Unknown,Straight,2024.0,Best Supporting Actor,Oppenheimer,
Emma Stone,,,nan,White,Unknown,Straight,2024.0,Best Actress,Poor Things,
Da'Vine Joy Randolph,,,nan,Black,Unknown,Straight,2024.0,Best Supporting Actress,The Holdovers,
Christopher Nolan,,,nan,White,Unknown,Straight,2024.0,Best Director,Oppenheimer,
